filename,region_shape_attributes,region_attributes
Plate 551.jpg,"{""name"":""rect"",""x"":11,""y"":324,""width"":699,""height"":642}","{""name"":""Biryani""}"
Plate 551.jpg,"{""name"":""rect"",""x"":246,""y"":3,""width"":359,""height"":136}","{""name"":""Raita""}"
Plate 553.jpg,"{""name"":""rect"",""x"":82,""y"":313,""width"":275,""height"":235}","{""name"":""Vada""}"
Plate 553.jpg,"{""name"":""rect"",""x"":94,""y"":646,""width"":313,""height"":303}","{""name"":""Vada""}"
Plate 553.jpg,"{""name"":""rect"",""x"":439,""y"":719,""width"":298,""height"":319}","{""name"":""Vada""}"
Plate 553.jpg,"{""name"":""rect"",""x"":472,""y"":397,""width"":260,""height"":262}","{""name"":""Vada""}"
Plate 553.jpg,"{""name"":""rect"",""x"":318,""y"":105,""width"":253,""height"":222}","{""name"":""Vada""}"
Plate 553.jpg,"{""name"":""rect"",""x"":590,""y"":49,""width"":173,""height"":242}","{""name"":""Vada""}"
Plate 554.jpg,"{""name"":""rect"",""x"":222,""y"":413,""width"":326,""height"":555}","{""name"":""Juice""}"
Plate 555.jpg,"{""name"":""rect"",""x"":8,""y"":125,""width"":745,""height"":412}","{""name"":""Fried Rice""}"
Plate 557.jpg,"{""name"":""rect"",""x"":48,""y"":344,""width"":667,""height"":484}","{""name"":""Dal""}"
Plate 558.jpg,"{""name"":""rect"",""x"":76,""y"":353,""width"":597,""height"":530}","{""name"":""Sandwich""}"
Plate 560.jpg,"{""name"":""rect"",""x"":60,""y"":344,""width"":623,""height"":620}","{""name"":""Raita""}"
Plate 560.jpg,"{""name"":""rect"",""x"":284,""y"":4,""width"":474,""height"":333}","{""name"":""Salad""}"
Plate 561.jpg,"{""name"":""rect"",""x"":8,""y"":4,""width"":272,""height"":241}","{""name"":""Chutney""}"
Plate 561.jpg,"{""name"":""rect"",""x"":61,""y"":421,""width"":595,""height"":591}","{""name"":""Lauki Masala""}"
Plate 564.jpg,"{""name"":""rect"",""x"":80,""y"":266,""width"":577,""height"":391}","{""name"":""Sandwich""}"
Plate 567.jpg,"{""name"":""rect"",""x"":103,""y"":14,""width"":211,""height"":110}","{""name"":""Sauce""}"
Plate 567.jpg,"{""name"":""rect"",""x"":1,""y"":102,""width"":105,""height"":156}","{""name"":""Chutney""}"
Plate 569.jpg,"{""name"":""rect"",""x"":408,""y"":113,""width"":348,""height"":673}","{""name"":""Vada""}"
Plate 569.jpg,"{""name"":""rect"",""x"":110,""y"":563,""width"":336,""height"":309}","{""name"":""Vada""}"
Plate 569.jpg,"{""name"":""rect"",""x"":12,""y"":258,""width"":281,""height"":219}","{""name"":""Chutney""}"
Plate 574.jpg,"{""name"":""rect"",""x"":11,""y"":118,""width"":750,""height"":644}","{""name"":""Cake""}"
Plate 578.jpg,"{""name"":""rect"",""x"":3,""y"":251,""width"":757,""height"":731}","{""name"":""Pakora""}"
Plate 579.jpg,"{""name"":""rect"",""x"":18,""y"":232,""width"":742,""height"":686}","{""name"":""Vada""}"
Plate 579.jpg,"{""name"":""rect"",""x"":82,""y"":6,""width"":291,""height"":125}","{""name"":""Chutney""}"
Plate 581.jpg,"{""name"":""rect"",""x"":54,""y"":303,""width"":670,""height"":409}","{""name"":""Fried Rice""}"
Plate 584.jpg,"{""name"":""rect"",""x"":85,""y"":246,""width"":678,""height"":473}","{""name"":""Chutney""}"
Plate 587.jpg,"{""name"":""rect"",""x"":79,""y"":404,""width"":589,""height"":469}","{""name"":""Fried Rice""}"
Plate 590.jpg,"{""name"":""rect"",""x"":143,""y"":318,""width"":465,""height"":686}","{""name"":""Juice""}"
Plate 591.jpg,"{""name"":""rect"",""x"":137,""y"":314,""width"":503,""height"":483}","{""name"":""Achar""}"
Plate 593.jpg,"{""name"":""rect"",""x"":11,""y"":325,""width"":696,""height"":578}","{""name"":""Fried Rice""}"
Plate 597.jpg,"{""name"":""rect"",""x"":66,""y"":349,""width"":597,""height"":472}","{""name"":""Pakora""}"
Plate 601.jpg,"{""name"":""rect"",""x"":67,""y"":363,""width"":643,""height"":633}","{""name"":""Chaat""}"
Plate 602.jpg,"{""name"":""rect"",""x"":26,""y"":10,""width"":663,""height"":865}","{""name"":""Vada""}"
Plate 603.jpg,"{""name"":""rect"",""x"":2,""y"":184,""width"":106,""height"":237}","{""name"":""Salad""}"
Plate 604.jpg,"{""name"":""rect"",""x"":295,""y"":8,""width"":459,""height"":265}","{""name"":""Salad""}"
Plate 607.jpg,"{""name"":""rect"",""x"":470,""y"":39,""width"":292,""height"":190}","{""name"":""Sauce""}"
Plate 609.jpg,"{""name"":""rect"",""x"":7,""y"":368,""width"":753,""height"":450}","{""name"":""Omelette""}"
Plate 610.jpg,"{""name"":""rect"",""x"":22,""y"":295,""width"":733,""height"":457}","{""name"":""Sandwich""}"
Plate 614.jpg,"{""name"":""rect"",""x"":6,""y"":10,""width"":311,""height"":324}","{""name"":""Naan""}"
Plate 614.jpg,"{""name"":""rect"",""x"":382,""y"":4,""width"":370,""height"":341}","{""name"":""Salad""}"
Plate 615.jpg,"{""name"":""rect"",""x"":77,""y"":279,""width"":587,""height"":470}","{""name"":""Chicken Curry""}"
Plate 617.jpg,"{""name"":""rect"",""x"":5,""y"":401,""width"":722,""height"":375}","{""name"":""Chicken Curry""}"
Plate 618.jpg,"{""name"":""rect"",""x"":74,""y"":314,""width"":378,""height"":441}","{""name"":""Biryani""}"
Plate 618.jpg,"{""name"":""rect"",""x"":462,""y"":301,""width"":144,""height"":142}","{""name"":""Raita""}"
Plate 618.jpg,"{""name"":""rect"",""x"":370,""y"":1,""width"":155,""height"":98}","{""name"":""Raita""}"
Plate 619.jpg,"{""name"":""rect"",""x"":25,""y"":376,""width"":553,""height"":363}","{""name"":""Fried Rice""}"
Plate 620.jpg,"{""name"":""rect"",""x"":8,""y"":226,""width"":752,""height"":695}","{""name"":""Biryani""}"
Plate 625.jpg,"{""name"":""rect"",""x"":227,""y"":7,""width"":425,""height"":204}","{""name"":""Salad""}"
Plate 630.jpg,"{""name"":""rect"",""x"":52,""y"":268,""width"":606,""height"":381}","{""name"":""Noodles""}"
Plate 631.jpg,"{""name"":""rect"",""x"":14,""y"":337,""width"":745,""height"":591}","{""name"":""Pakora""}"
Plate 631.jpg,"{""name"":""rect"",""x"":586,""y"":13,""width"":175,""height"":145}","{""name"":""Tea""}"
Plate 631.jpg,"{""name"":""rect"",""x"":3,""y"":190,""width"":386,""height"":151}","{""name"":""Salad""}"
Plate 632.jpg,"{""name"":""rect"",""x"":11,""y"":204,""width"":735,""height"":718}","{""name"":""Noodles""}"
Plate 633.jpg,"{""name"":""rect"",""x"":608,""y"":275,""width"":154,""height"":340}","{""name"":""Sauce""}"
Plate 634.jpg,"{""name"":""rect"",""x"":35,""y"":291,""width"":705,""height"":599}","{""name"":""Sandwich""}"
Plate 635.jpg,"{""name"":""rect"",""x"":487,""y"":8,""width"":269,""height"":235}","{""name"":""Raita""}"
Plate 636.jpg,"{""name"":""rect"",""x"":62,""y"":449,""width"":470,""height"":285}","{""name"":""Soup""}"
Plate 637.jpg,"{""name"":""rect"",""x"":298,""y"":62,""width"":326,""height"":184}","{""name"":""Sauce""}"
Plate 639.jpg,"{""name"":""rect"",""x"":389,""y"":148,""width"":264,""height"":203}","{""name"":""Chutney""}"
Plate 644.jpg,"{""name"":""rect"",""x"":162,""y"":31,""width"":591,""height"":1029}","{""name"":""Chilli Potato""}"
Plate 646.jpg,"{""name"":""rect"",""x"":72,""y"":360,""width"":595,""height"":480}","{""name"":""Cake""}"
Plate 648.jpg,"{""name"":""rect"",""x"":110,""y"":361,""width"":405,""height"":361}","{""name"":""Cake""}"
Plate 651.jpg,"{""name"":""rect"",""x"":8,""y"":116,""width"":716,""height"":738}","{""name"":""Cake""}"
Plate 653.jpg,"{""name"":""rect"",""x"":106,""y"":416,""width"":525,""height"":381}","{""name"":""Chutney""}"
Plate 654.jpg,"{""name"":""rect"",""x"":84,""y"":281,""width"":647,""height"":643}","{""name"":""Cake""}"
Plate 655.jpg,"{""name"":""rect"",""x"":95,""y"":477,""width"":576,""height"":503}","{""name"":""Soup""}"
Plate 655.jpg,"{""name"":""rect"",""x"":384,""y"":8,""width"":377,""height"":226}","{""name"":""Soup""}"
Plate 661.jpg,"{""name"":""rect"",""x"":46,""y"":531,""width"":700,""height"":411}","{""name"":""Pulao""}"
Plate 661.jpg,"{""name"":""rect"",""x"":315,""y"":273,""width"":295,""height"":238}","{""name"":""Raita""}"
Plate 662.jpg,"{""name"":""rect"",""x"":11,""y"":262,""width"":449,""height"":642}","{""name"":""Pulao""}"
Plate 662.jpg,"{""name"":""rect"",""x"":472,""y"":417,""width"":292,""height"":345}","{""name"":""Raita""}"
Plate 663.jpg,"{""name"":""rect"",""x"":65,""y"":347,""width"":640,""height"":650}","{""name"":""Pulao""}"
Plate 663.jpg,"{""name"":""rect"",""x"":15,""y"":5,""width"":368,""height"":217}","{""name"":""Salad""}"
Plate 664.jpg,"{""name"":""rect"",""x"":22,""y"":223,""width"":692,""height"":642}","{""name"":""Cake""}"
Plate 665.jpg,"{""name"":""rect"",""x"":279,""y"":169,""width"":443,""height"":682}","{""name"":""Vada""}"
Plate 665.jpg,"{""name"":""rect"",""x"":48,""y"":625,""width"":299,""height"":272}","{""name"":""Vada""}"
Plate 665.jpg,"{""name"":""rect"",""x"":11,""y"":313,""width"":279,""height"":256}","{""name"":""Chutney""}"
Plate 666.jpg,"{""name"":""rect"",""x"":38,""y"":400,""width"":674,""height"":502}","{""name"":""Chaat""}"
Plate 667.jpg,"{""name"":""rect"",""x"":83,""y"":230,""width"":243,""height"":275}","{""name"":""Vada""}"
Plate 667.jpg,"{""name"":""rect"",""x"":45,""y"":519,""width"":337,""height"":304}","{""name"":""Vada""}"
Plate 667.jpg,"{""name"":""rect"",""x"":409,""y"":632,""width"":337,""height"":322}","{""name"":""Vada""}"
Plate 667.jpg,"{""name"":""rect"",""x"":375,""y"":266,""width"":359,""height"":309}","{""name"":""Chutney""}"
Plate 668.jpg,"{""name"":""rect"",""x"":99,""y"":284,""width"":583,""height"":453}","{""name"":""Fried Rice""}"
Plate 669.jpg,"{""name"":""rect"",""x"":57,""y"":209,""width"":682,""height"":802}","{""name"":""Pakora""}"
Plate 669.jpg,"{""name"":""rect"",""x"":8,""y"":10,""width"":402,""height"":242}","{""name"":""Raita""}"
Plate 670.jpg,"{""name"":""rect"",""x"":65,""y"":314,""width"":627,""height"":555}","{""name"":""Sandwich""}"
Plate 671.jpg,"{""name"":""rect"",""x"":15,""y"":11,""width"":234,""height"":169}","{""name"":""Tea""}"
Plate 672.jpg,"{""name"":""rect"",""x"":34,""y"":337,""width"":242,""height"":179}","{""name"":""Chutney""}"
Plate 674.jpg,"{""name"":""rect"",""x"":207,""y"":419,""width"":338,""height"":387}","{""name"":""Juice""}"
Plate 674.jpg,"{""name"":""rect"",""x"":332,""y"":109,""width"":334,""height"":306}","{""name"":""Juice""}"
Plate 675.jpg,"{""name"":""rect"",""x"":103,""y"":332,""width"":593,""height"":546}","{""name"":""Raita""}"
Plate 675.jpg,"{""name"":""rect"",""x"":8,""y"":8,""width"":746,""height"":315}","{""name"":""Pulao""}"
Plate 678.jpg,"{""name"":""rect"",""x"":76,""y"":483,""width"":578,""height"":333}","{""name"":""Chutney""}"
Plate 681.jpg,"{""name"":""rect"",""x"":7,""y"":111,""width"":222,""height"":164}","{""name"":""Chutney""}"
Plate 682.jpg,"{""name"":""rect"",""x"":37,""y"":238,""width"":685,""height"":609}","{""name"":""Dal""}"
Plate 682.jpg,"{""name"":""rect"",""x"":9,""y"":7,""width"":306,""height"":163}","{""name"":""Salad""}"
Plate 684.jpg,"{""name"":""rect"",""x"":151,""y"":444,""width"":466,""height"":401}","{""name"":""Dal""}"
Plate 684.jpg,"{""name"":""rect"",""x"":420,""y"":15,""width"":340,""height"":285}","{""name"":""Dal""}"
Plate 685.jpg,"{""name"":""rect"",""x"":113,""y"":401,""width"":587,""height"":542}","{""name"":""Dal""}"
Plate 686.jpg,"{""name"":""rect"",""x"":10,""y"":23,""width"":624,""height"":807}","{""name"":""Vada""}"
Plate 689.jpg,"{""name"":""rect"",""x"":42,""y"":284,""width"":560,""height"":524}","{""name"":""Upma""}"
Plate 697.jpg,"{""name"":""rect"",""x"":45,""y"":223,""width"":166,""height"":162}","{""name"":""Chutney""}"
Plate 697.jpg,"{""name"":""rect"",""x"":5,""y"":452,""width"":143,""height"":154}","{""name"":""Chutney""}"
Plate 698.jpg,"{""name"":""rect"",""x"":71,""y"":457,""width"":638,""height"":409}","{""name"":""Dal""}"
Plate 705.jpg,"{""name"":""rect"",""x"":11,""y"":394,""width"":746,""height"":431}","{""name"":""Dum Aloo""}"
Plate 707.jpg,"{""name"":""rect"",""x"":16,""y"":363,""width"":536,""height"":434}","{""name"":""Biryani""}"
Plate 707.jpg,"{""name"":""rect"",""x"":341,""y"":175,""width"":234,""height"":165}","{""name"":""Raita""}"
Plate 708.jpg,"{""name"":""rect"",""x"":72,""y"":227,""width"":680,""height"":579}","{""name"":""Pakora""}"
Plate 709.jpg,"{""name"":""rect"",""x"":11,""y"":5,""width"":262,""height"":288}","{""name"":""Salad""}"
Plate 710.jpg,"{""name"":""rect"",""x"":561,""y"":3,""width"":198,""height"":303}","{""name"":""Salad""}"
Plate 711.jpg,"{""name"":""rect"",""x"":7,""y"":5,""width"":245,""height"":90}","{""name"":""Chutney""}"
Plate 712.jpg,"{""name"":""rect"",""x"":57,""y"":324,""width"":650,""height"":498}","{""name"":""Noodles""}"
Plate 713.jpg,"{""name"":""rect"",""x"":60,""y"":434,""width"":654,""height"":348}","{""name"":""Fried Rice""}"
Plate 717.jpg,"{""name"":""rect"",""x"":38,""y"":192,""width"":719,""height"":778}","{""name"":""Sandwich""}"
Plate 718.jpg,"{""name"":""rect"",""x"":128,""y"":315,""width"":371,""height"":528}","{""name"":""Omelette""}"
Plate 719.jpg,"{""name"":""rect"",""x"":665,""y"":345,""width"":102,""height"":188}","{""name"":""Chutney""}"
Plate 719.jpg,"{""name"":""rect"",""x"":15,""y"":329,""width"":674,""height"":549}","{""name"":""Omelette""}"
Plate 720.jpg,"{""name"":""rect"",""x"":27,""y"":329,""width"":711,""height"":610}","{""name"":""Noodles""}"
Plate 723.jpg,"{""name"":""rect"",""x"":43,""y"":313,""width"":689,""height"":476}","{""name"":""Sandwich""}"
Plate 723.jpg,"{""name"":""rect"",""x"":492,""y"":934,""width"":264,""height"":185}","{""name"":""Chutney""}"
Plate 724.jpg,"{""name"":""rect"",""x"":61,""y"":79,""width"":684,""height"":806}","{""name"":""Cake""}"
Plate 725.jpg,"{""name"":""rect"",""x"":150,""y"":63,""width"":481,""height"":1018}","{""name"":""Bread""}"
Plate 726.jpg,"{""name"":""rect"",""x"":204,""y"":478,""width"":434,""height"":314}","{""name"":""Cake""}"
Plate 726.jpg,"{""name"":""rect"",""x"":3,""y"":478,""width"":185,""height"":207}","{""name"":""Cake""}"
Plate 727.jpg,"{""name"":""rect"",""x"":7,""y"":330,""width"":741,""height"":534}","{""name"":""Cake""}"
Plate 728.jpg,"{""name"":""rect"",""x"":60,""y"":204,""width"":677,""height"":754}","{""name"":""Cake""}"
Plate 729.jpg,"{""name"":""rect"",""x"":18,""y"":135,""width"":741,""height"":922}","{""name"":""Cake""}"
Plate 730.jpg,"{""name"":""rect"",""x"":131,""y"":426,""width"":376,""height"":303}","{""name"":""Cake""}"
Plate 731.jpg,"{""name"":""rect"",""x"":14,""y"":57,""width"":737,""height"":818}","{""name"":""Cake""}"
Plate 733.jpg,"{""name"":""rect"",""x"":76,""y"":377,""width"":595,""height"":415}","{""name"":""Cake""}"
Plate 734.jpg,"{""name"":""rect"",""x"":8,""y"":257,""width"":313,""height"":284}","{""name"":""Cake""}"
Plate 734.jpg,"{""name"":""rect"",""x"":186,""y"":552,""width"":408,""height"":295}","{""name"":""Cake""}"
Plate 734.jpg,"{""name"":""rect"",""x"":412,""y"":256,""width"":302,""height"":205}","{""name"":""Cake""}"
Plate 734.jpg,"{""name"":""rect"",""x"":298,""y"":49,""width"":291,""height"":184}","{""name"":""Cake""}"
Plate 735.jpg,"{""name"":""rect"",""x"":12,""y"":243,""width"":741,""height"":670}","{""name"":""Cake""}"
Plate 736.jpg,"{""name"":""rect"",""x"":111,""y"":367,""width"":523,""height"":673}","{""name"":""Cake""}"
Plate 737.jpg,"{""name"":""rect"",""x"":90,""y"":364,""width"":542,""height"":408}","{""name"":""Cake""}"
Plate 740.jpg,"{""name"":""rect"",""x"":374,""y"":34,""width"":314,""height"":177}","{""name"":""Sauce""}"
Plate 741.jpg,"{""name"":""rect"",""x"":30,""y"":167,""width"":630,""height"":503}","{""name"":""Cake""}"
Plate 742.jpg,"{""name"":""rect"",""x"":92,""y"":289,""width"":475,""height"":426}","{""name"":""Biryani""}"
Plate 747.jpg,"{""name"":""rect"",""x"":5,""y"":279,""width"":329,""height"":568}","{""name"":""Pulao""}"
Plate 750.jpg,"{""name"":""rect"",""x"":57,""y"":358,""width"":381,""height"":333}","{""name"":""Pulao""}"
Plate 750.jpg,"{""name"":""rect"",""x"":262,""y"":34,""width"":261,""height"":166}","{""name"":""Raita""}"
Plate 751.jpg,"{""name"":""rect"",""x"":441,""y"":57,""width"":196,""height"":64}","{""name"":""Tea""}"
Plate 756.jpg,"{""name"":""rect"",""x"":14,""y"":803,""width"":197,""height"":303}","{""name"":""Paratha""}"
Plate 756.jpg,"{""name"":""rect"",""x"":578,""y"":843,""width"":177,""height"":164}","{""name"":""Kheer""}"
Plate 760.jpg,"{""name"":""rect"",""x"":101,""y"":318,""width"":402,""height"":367}","{""name"":""Chutney""}"
Plate 762.jpg,"{""name"":""rect"",""x"":23,""y"":311,""width"":670,""height"":589}","{""name"":""Pulao""}"
Plate 764.jpg,"{""name"":""rect"",""x"":192,""y"":453,""width"":357,""height"":374}","{""name"":""Juice""}"
Plate 764.jpg,"{""name"":""rect"",""x"":491,""y"":173,""width"":272,""height"":338}","{""name"":""Juice""}"
Plate 770.jpg,"{""name"":""rect"",""x"":37,""y"":338,""width"":693,""height"":413}","{""name"":""Dal""}"
Plate 772.jpg,"{""name"":""rect"",""x"":60,""y"":275,""width"":549,""height"":678}","{""name"":""Juice""}"
Plate 774.jpg,"{""name"":""rect"",""x"":102,""y"":273,""width"":479,""height"":489}","{""name"":""Chutney""}"
Plate 776.jpg,"{""name"":""rect"",""x"":80,""y"":257,""width"":671,""height"":678}","{""name"":""Sandwich""}"
Plate 777.jpg,"{""name"":""rect"",""x"":10,""y"":295,""width"":722,""height"":506}","{""name"":""Sandwich""}"
Plate 778.jpg,"{""name"":""rect"",""x"":95,""y"":364,""width"":636,""height"":572}","{""name"":""Gulab Jamun""}"
Plate 780.jpg,"{""name"":""rect"",""x"":58,""y"":370,""width"":673,""height"":659}","{""name"":""Noodles""}"
Plate 782.jpg,"{""name"":""rect"",""x"":582,""y"":8,""width"":178,""height"":139}","{""name"":""Chutney""}"
Plate 783.jpg,"{""name"":""rect"",""x"":500,""y"":38,""width"":239,""height"":136}","{""name"":""Sauce""}"
Plate 785.jpg,"{""name"":""rect"",""x"":2,""y"":3,""width"":196,""height"":168}","{""name"":""Chutney""}"
Plate 785.jpg,"{""name"":""rect"",""x"":38,""y"":490,""width"":164,""height"":108}","{""name"":""Tea""}"
Plate 786.jpg,"{""name"":""rect"",""x"":424,""y"":113,""width"":185,""height"":154}","{""name"":""Chutney""}"
Plate 788.jpg,"{""name"":""rect"",""x"":11,""y"":15,""width"":252,""height"":133}","{""name"":""Raita""}"
Plate 789.jpg,"{""name"":""rect"",""x"":159,""y"":541,""width"":430,""height"":449}","{""name"":""Juice""}"
Plate 789.jpg,"{""name"":""rect"",""x"":462,""y"":135,""width"":300,""height"":485}","{""name"":""Juice""}"
Plate 789.jpg,"{""name"":""rect"",""x"":22,""y"":8,""width"":387,""height"":436}","{""name"":""Juice""}"
Plate 790.jpg,"{""name"":""rect"",""x"":93,""y"":364,""width"":461,""height"":375}","{""name"":""Bread""}"
Plate 791.jpg,"{""name"":""rect"",""x"":42,""y"":303,""width"":612,""height"":760}","{""name"":""Juice""}"
Plate 792.jpg,"{""name"":""rect"",""x"":118,""y"":409,""width"":555,""height"":386}","{""name"":""Curd""}"
Plate 792.jpg,"{""name"":""rect"",""x"":90,""y"":83,""width"":355,""height"":228}","{""name"":""Curd""}"
Plate 793.jpg,"{""name"":""rect"",""x"":11,""y"":670,""width"":646,""height"":257}","{""name"":""Salad""}"
Plate 796.jpg,"{""name"":""rect"",""x"":65,""y"":265,""width"":523,""height"":615}","{""name"":""Biryani""}"
Plate 796.jpg,"{""name"":""rect"",""x"":52,""y"":55,""width"":247,""height"":186}","{""name"":""Raita""}"
Plate 800.jpg,"{""name"":""rect"",""x"":78,""y"":551,""width"":472,""height"":254}","{""name"":""Dal""}"
Plate 803.jpg,"{""name"":""rect"",""x"":101,""y"":230,""width"":310,""height"":644}","{""name"":""Chapati""}"
Plate 803.jpg,"{""name"":""rect"",""x"":433,""y"":273,""width"":231,""height"":317}","{""name"":""Aloo Matar""}"
Plate 805.jpg,"{""name"":""rect"",""x"":130,""y"":332,""width"":523,""height"":427}","{""name"":""Biryani""}"
Plate 807.jpg,"{""name"":""rect"",""x"":53,""y"":329,""width"":506,""height"":324}","{""name"":""Idli""}"
Plate 807.jpg,"{""name"":""rect"",""x"":11,""y"":572,""width"":251,""height"":260}","{""name"":""Idli""}"
Plate 808.jpg,"{""name"":""rect"",""x"":306,""y"":163,""width"":389,""height"":744}","{""name"":""Idli""}"
Plate 810.jpg,"{""name"":""rect"",""x"":8,""y"":6,""width"":152,""height"":463}","{""name"":""Juice""}"
Plate 813.jpg,"{""name"":""rect"",""x"":511,""y"":277,""width"":246,""height"":276}","{""name"":""Sauce""}"
Plate 814.jpg,"{""name"":""rect"",""x"":20,""y"":300,""width"":737,""height"":674}","{""name"":""Salad""}"
Plate 815.jpg,"{""name"":""rect"",""x"":118,""y"":330,""width"":474,""height"":441}","{""name"":""Gulab Jamun""}"
Plate 817.jpg,"{""name"":""rect"",""x"":5,""y"":60,""width"":385,""height"":227}","{""name"":""Dal""}"
Plate 817.jpg,"{""name"":""rect"",""x"":4,""y"":483,""width"":285,""height"":217}","{""name"":""Salad""}"
Plate 817.jpg,"{""name"":""rect"",""x"":27,""y"":729,""width"":359,""height"":279}","{""name"":""Rice""}"
Plate 817.jpg,"{""name"":""rect"",""x"":306,""y"":462,""width"":310,""height"":164}","{""name"":""Rice""}"
Plate 817.jpg,"{""name"":""rect"",""x"":391,""y"":638,""width"":341,""height"":306}","{""name"":""Dal""}"
Plate 821.jpg,"{""name"":""rect"",""x"":6,""y"":11,""width"":413,""height"":340}","{""name"":""Salad""}"
Plate 822.jpg,"{""name"":""rect"",""x"":4,""y"":15,""width"":329,""height"":173}","{""name"":""Dal""}"
Plate 826.jpg,"{""name"":""rect"",""x"":3,""y"":347,""width"":205,""height"":249}","{""name"":""Chutney""}"
Plate 827.jpg,"{""name"":""rect"",""x"":13,""y"":302,""width"":633,""height"":475}","{""name"":""Upma""}"
Plate 828.jpg,"{""name"":""rect"",""x"":251,""y"":575,""width"":176,""height"":331}","{""name"":""Juice""}"
Plate 828.jpg,"{""name"":""rect"",""x"":90,""y"":259,""width"":109,""height"":170}","{""name"":""Juice""}"
Plate 828.jpg,"{""name"":""rect"",""x"":184,""y"":155,""width"":110,""height"":136}","{""name"":""Juice""}"
Plate 828.jpg,"{""name"":""rect"",""x"":336,""y"":66,""width"":89,""height"":229}","{""name"":""Juice""}"
Plate 828.jpg,"{""name"":""rect"",""x"":403,""y"":188,""width"":215,""height"":277}","{""name"":""Juice""}"
Plate 828.jpg,"{""name"":""rect"",""x"":432,""y"":491,""width"":229,""height"":223}","{""name"":""Apple""}"
Plate 828.jpg,"{""name"":""rect"",""x"":178,""y"":494,""width"":167,""height"":100}","{""name"":""Apple""}"
Plate 835.jpg,"{""name"":""rect"",""x"":3,""y"":5,""width"":272,""height"":417}","{""name"":""Salad""}"
Plate 839.jpg,"{""name"":""rect"",""x"":92,""y"":355,""width"":661,""height"":461}","{""name"":""Karela Sabji""}"
Plate 840.jpg,"{""name"":""rect"",""x"":420,""y"":17,""width"":244,""height"":232}","{""name"":""Laddu""}"
Plate 841.jpg,"{""name"":""rect"",""x"":29,""y"":378,""width"":731,""height"":521}","{""name"":""Pulao""}"
Plate 842.jpg,"{""name"":""rect"",""x"":8,""y"":576,""width"":166,""height"":208}","{""name"":""Chutney""}"
Plate 843.jpg,"{""name"":""rect"",""x"":386,""y"":300,""width"":368,""height"":266}","{""name"":""Salad""}"
Plate 844.jpg,"{""name"":""rect"",""x"":10,""y"":325,""width"":722,""height"":457}","{""name"":""Chicken Curry""}"
Plate 846.jpg,"{""name"":""rect"",""x"":447,""y"":11,""width"":311,""height"":163}","{""name"":""Chutney""}"
Plate 847.jpg,"{""name"":""rect"",""x"":496,""y"":3,""width"":250,""height"":147}","{""name"":""Raita""}"
Plate 847.jpg,"{""name"":""rect"",""x"":82,""y"":374,""width"":618,""height"":555}","{""name"":""Khichdi""}"
Plate 848.jpg,"{""name"":""rect"",""x"":50,""y"":479,""width"":565,""height"":358}","{""name"":""Fried Rice""}"
Plate 850.jpg,"{""name"":""rect"",""x"":10,""y"":358,""width"":636,""height"":553}","{""name"":""Laddu""}"
Plate 852.jpg,"{""name"":""rect"",""x"":7,""y"":8,""width"":296,""height"":256}","{""name"":""Salad""}"
Plate 853.jpg,"{""name"":""rect"",""x"":112,""y"":251,""width"":545,""height"":573}","{""name"":""Laddu""}"
Plate 856.jpg,"{""name"":""rect"",""x"":11,""y"":496,""width"":241,""height"":224}","{""name"":""Chutney""}"
Plate 859.jpg,"{""name"":""rect"",""x"":67,""y"":299,""width"":470,""height"":484}","{""name"":""Biryani""}"
Plate 860.jpg,"{""name"":""rect"",""x"":30,""y"":309,""width"":570,""height"":545}","{""name"":""Paratha""}"
Plate 860.jpg,"{""name"":""rect"",""x"":612,""y"":712,""width"":154,""height"":185}","{""name"":""Achar""}"
Plate 861.jpg,"{""name"":""rect"",""x"":594,""y"":162,""width"":169,""height"":439}","{""name"":""Salad""}"
Plate 862.jpg,"{""name"":""rect"",""x"":72,""y"":368,""width"":612,""height"":654}","{""name"":""Achar""}"
Plate 864.jpg,"{""name"":""rect"",""x"":29,""y"":352,""width"":291,""height"":152}","{""name"":""Chutney""}"
Plate 865.jpg,"{""name"":""rect"",""x"":61,""y"":235,""width"":577,""height"":512}","{""name"":""Biryani""}"
Plate 866.jpg,"{""name"":""rect"",""x"":31,""y"":359,""width"":669,""height"":629}","{""name"":""Vada""}"
Plate 866.jpg,"{""name"":""rect"",""x"":24,""y"":22,""width"":291,""height"":264}","{""name"":""Raita""}"
Plate 868.jpg,"{""name"":""rect"",""x"":416,""y"":5,""width"":347,""height"":224}","{""name"":""Salad""}"
Plate 870.jpg,"{""name"":""rect"",""x"":23,""y"":272,""width"":725,""height"":749}","{""name"":""Malpua""}"
Plate 871.jpg,"{""name"":""rect"",""x"":348,""y"":261,""width"":404,""height"":404}","{""name"":""Chutney""}"
Plate 872.jpg,"{""name"":""rect"",""x"":218,""y"":403,""width"":322,""height"":511}","{""name"":""Juice""}"
Plate 872.jpg,"{""name"":""rect"",""x"":411,""y"":139,""width"":277,""height"":440}","{""name"":""Juice""}"
Plate 875.jpg,"{""name"":""rect"",""x"":52,""y"":309,""width"":705,""height"":470}","{""name"":""Pulao""}"
Plate 877.jpg,"{""name"":""rect"",""x"":5,""y"":241,""width"":164,""height"":302}","{""name"":""Chutney""}"
Plate 877.jpg,"{""name"":""rect"",""x"":5,""y"":599,""width"":113,""height"":304}","{""name"":""Chutney""}"
